sample_number,sim_time,pos_x,pos_y,pos_z,road_elevation_left,road_elevation_right
37005,370.05,-189.8364,811.4849,258.0963,257.7185,257.7185
37006,370.06,-189.8364,811.4849,258.0963,257.7185,257.7185
37007,370.07,-189.5773,811.5083,258.0961,257.7185,257.7185
37008,370.08,-189.3176,811.5318,258.0959,257.7185,257.7185
37009,370.09,-189.3176,811.5318,258.0959,257.7185,257.7185
37010,370.1,-189.0573,811.5554,258.0958,257.7185,257.7185
37011,370.11,-189.0573,811.5554,258.0958,257.7185,257.7185
37012,370.12,-188.733,811.5847,258.0955,257.7185,257.7185
37013,370.13,-188.733,811.5847,258.0955,257.7185,257.7185
37014,370.14,-188.4157,811.6134,258.0951,257.7185,257.7185
37015,370.15,-188.2249,811.6307,258.095,257.7185,257.7185
37016,370.16,-188.2249,811.6307,258.095,257.7185,257.7185
37017,370.17,-187.8502,811.6647,258.0948,257.7185,257.7185
37018,370.18,-187.8502,811.6647,258.0948,257.7185,257.7185
37019,370.19,-187.5943,811.6879,258.0945,257.7185,257.7185
37020,370.2,-187.5943,811.6879,258.0945,257.7185,257.7185
37021,370.21,-187.346,811.7104,258.0942,257.7185,257.7185
37022,370.22,-187.0889,811.7338,258.0941,257.7185,257.7185
37023,370.23,-187.0889,811.7338,258.0941,257.7185,257.7185
37024,370.24,-186.7749,811.7623,258.0939,257.7185,257.7185
37025,370.25,-186.7749,811.7623,258.0939,257.7185,257.7185
37026,370.26,-186.5165,811.7858,258.0938,257.7185,257.7185
37027,370.27,-186.2657,811.8086,258.0937,257.7185,257.7185
37028,370.28,-186.2657,811.8086,258.0937,257.7185,257.7185
37029,370.29,-186.2657,811.8086,258.0937,257.7185,257.7185
37030,370.3,-185.8843,811.8434,258.0937,257.7185,257.7185
37031,370.31,-185.6239,811.8672,258.0937,257.7185,257.7185
37032,370.32,-185.6239,811.8672,258.0937,257.7185,257.7185
37033,370.33,-185.3057,811.8962,258.0935,257.7185,257.7185
37034,370.34,-185.3057,811.8962,258.0935,257.7185,257.7185
37035,370.35,-185.0439,811.9202,258.0934,257.7185,257.7185
37036,370.36,-185.0439,811.9202,258.0934,257.7185,257.7185
37037,370.37,-184.7241,811.9495,258.0935,257.7185,257.7185
37038,370.38,-184.461,811.9735,258.0935,257.7185,257.7185
37039,370.39,-184.461,811.9735,258.0935,257.7185,257.7185
37040,370.4,-184.1395,812.003,258.0935,257.7185,257.7185
37041,370.41,-184.1395,812.003,258.0935,257.7185,257.7185
37042,370.42,-184.1395,812.003,258.0935,257.7185,257.7185
37043,370.43,-183.7592,812.0379,258.0936,257.7185,257.7185
37044,370.44,-183.5021,812.0615,258.0936,257.7185,257.7185
37045,370.45,-183.5021,812.0615,258.0936,257.7185,257.7185
37046,370.46,-183.2446,812.0852,258.0935,257.7185,257.7185
37047,370.47,-183.2446,812.0852,258.0935,257.7185,257.7185
37048,370.48,-182.8529,812.1213,258.0936,257.7185,257.7185
37049,370.49,-182.8529,812.1213,258.0936,257.7185,257.7185
37050,370.5,-182.5353,812.1505,258.0935,257.7185,257.7185
37051,370.51,-182.5353,812.1505,258.0935,257.7185,257.7185
37052,370.52,-182.2756,812.1744,258.0934,257.7185,257.7185
37053,370.53,-182.2756,812.1744,258.0934,257.7185,257.7185
37054,370.54,-181.9481,812.2046,258.0934,257.7185,257.7185
37055,370.55,-181.9481,812.2046,258.0934,257.7185,257.7185
37056,370.56,-181.6787,812.2295,258.0935,257.7185,257.7185
37057,370.57,-181.4002,812.2552,258.0934,257.7185,257.7185
37058,370.58,-181.4002,812.2552,258.0934,257.7185,257.7185
37059,370.59,-181.4002,812.2552,258.0934,257.7185,257.7185
37060,370.6,-181.0449,812.2881,258.0933,257.7185,257.7185
37061,370.61,-181.0449,812.2881,258.0933,257.7185,257.7185
37062,370.62,-180.7565,812.3148,258.0933,257.7185,257.7185
37063,370.63,-180.4674,812.3415,258.0933,257.7185,257.7185
37064,370.64,-180.4674,812.3415,258.0933,257.7185,257.7185
37065,370.65,-180.4674,812.3415,258.0933,257.7185,257.7185
37066,370.66,-180.1008,812.3754,258.0931,257.7185,257.7185
37067,370.67,-180.1008,812.3754,258.0931,257.7185,257.7185
37068,370.68,-179.8102,812.4024,258.0931,257.7185,257.7185
37069,370.69,-179.5103,812.4302,258.0932,257.7185,257.7185
37070,370.7,-179.5103,812.4302,258.0932,257.7185,257.7185
37071,370.71,-179.5103,812.4302,258.0932,257.7185,257.7185
37072,370.72,-179.1237,812.466,258.093,257.7185,257.7185
37073,370.73,-178.8997,812.4868,258.0929,257.7185,257.7185
37074,370.74,-178.5977,812.5149,258.093,257.7185,257.7185
37075,370.75,-178.5977,812.5149,258.093,257.7185,257.7185
37076,370.76,-178.5977,812.5149,258.093,257.7185,257.7185
37077,370.77,-178.1563,812.5559,258.0929,257.7185,257.7185
37078,370.78,-177.8612,812.5833,258.0929,257.7185,257.7185
37079,370.79,-177.8612,812.5833,258.0929,257.7185,257.7185
37080,370.8,-177.4957,812.6173,258.093,257.7185,257.7185
37081,370.81,-177.4957,812.6173,258.093,257.7185,257.7185
37082,370.82,-177.2078,812.6441,258.093,257.7185,257.7185
37083,370.83,-177.2078,812.6441,258.093,257.7185,257.7185
37084,370.84,-176.8581,812.6767,258.0929,257.7185,257.7185
37085,370.85,-176.5776,812.7029,258.093,257.7185,257.7185
37086,370.86,-176.5776,812.7029,258.093,257.7185,257.7185
37087,370.87,-176.2965,812.7292,258.093,257.7185,257.7185
37088,370.88,-176.2965,812.7292,258.093,257.7185,257.7185
37089,370.89,-175.8031,812.7752,258.093,257.7185,257.7185
37090,370.9,-175.8031,812.7752,258.093,257.7185,257.7185
37091,370.91,-175.5293,812.8008,258.0931,257.7185,257.7185
37092,370.92,-175.2548,812.8265,258.0931,257.7185,257.7185
37093,370.93,-175.2548,812.8265,258.0931,257.7185,257.7185
37094,370.94,-174.971,812.8531,258.093,257.7185,257.7185
37095,370.95,-174.971,812.8531,258.093,257.7185,257.7185
37096,370.96,-174.6242,812.8856,258.0931,257.7185,257.7185
37097,370.97,-174.348,812.9116,258.0931,257.7185,257.7185
37098,370.98,-174.348,812.9116,258.0931,257.7185,257.7185
37099,370.99,-173.9996,812.9443,258.093,257.7185,257.7185
37100,371.0,-173.9996,812.9443,258.093,257.7185,257.7185
37101,371.01,-173.9996,812.9443,258.093,257.7185,257.7185
37102,371.02,-173.5876,812.983,258.0931,257.7185,257.7185
37103,371.03,-173.2374,813.0159,258.0931,257.7185,257.7185
37104,371.04,-173.2374,813.0159,258.0931,257.7185,257.7185
37105,371.05,-172.8863,813.049,258.093,257.7185,257.7185
37106,371.06,-172.8863,813.049,258.093,257.7185,257.7185
37107,371.07,-172.5433,813.0813,258.093,257.7185,257.7185
37108,371.08,-172.5433,813.0813,258.093,257.7185,257.7185
37109,371.09,-172.1995,813.1137,258.0931,257.7185,257.7185
37110,371.1,-172.1995,813.1137,258.0931,257.7185,257.7185
37111,371.11,-171.9275,813.1393,258.093,257.7185,257.7185
37112,371.12,-171.9275,813.1393,258.093,257.7185,257.7185
37113,371.13,-171.5185,813.1779,258.0931,257.7185,257.7185
37114,371.14,-171.5185,813.1779,258.0931,257.7185,257.7185
37115,371.15,-171.1723,813.2106,258.0931,257.7185,257.7185
37116,371.16,-170.8983,813.2365,258.093,257.7185,257.7185
37117,371.17,-170.8983,813.2365,258.093,257.7185,257.7185
37118,371.18,-170.8983,813.2365,258.093,257.7185,257.7185
37119,371.19,-170.4772,813.2763,258.0931,257.7185,257.7185
37120,371.2,-170.4772,813.2763,258.0931,257.7185,257.7185
37121,371.21,-170.1285,813.3094,258.0931,257.7185,257.7185
37122,371.22,-169.8526,813.3355,258.0931,257.7185,257.7185
37123,371.23,-169.8526,813.3355,258.0931,257.7185,257.7185
37124,371.24,-169.4377,813.3748,258.0931,257.7185,257.7185
37125,371.25,-169.4377,813.3748,258.0931,257.7185,257.7185
37126,371.26,-169.0865,813.4082,258.0932,257.7185,257.7185
37127,371.27,-169.0865,813.4082,258.0932,257.7185,257.7185
37128,371.28,-168.8087,813.4345,258.0931,257.7185,257.7185
37129,371.29,-168.8087,813.4345,258.0931,257.7185,257.7185
37130,371.3,-168.391,813.4742,258.0931,257.7185,257.7185
37131,371.31,-168.391,813.4742,258.0931,257.7185,257.7185
37132,371.32,-168.1118,813.5008,258.0931,257.7185,257.7185
37133,371.33,-167.7575,813.5345,258.0931,257.7185,257.7185
37134,371.34,-167.7575,813.5345,258.0931,257.7185,257.7185
37135,371.35,-167.4773,813.5611,258.0931,257.7185,257.7185
37136,371.36,-167.4773,813.5611,258.0931,257.7185,257.7185
37137,371.37,-167.1215,813.5951,258.0932,257.7185,257.7185
37138,371.38,-167.1215,813.5951,258.0932,257.7185,257.7185
37139,371.39,-166.7743,813.6281,258.0931,257.7185,257.7185
37140,371.4,-166.4922,813.6551,258.0931,257.7185,257.7185
37141,371.41,-166.4922,813.6551,258.0931,257.7185,257.7185
37142,371.42,-166.4922,813.6551,258.0931,257.7185,257.7185
37143,371.43,-166.0587,813.6965,258.0932,257.7185,257.7185
37144,371.44,-166.0587,813.6965,258.0932,257.7185,257.7185
37145,371.45,-165.747,813.7263,258.0932,257.7185,257.7185
37146,371.46,-165.747,813.7263,258.0932,257.7185,257.7185
37147,371.47,-165.4346,813.7561,258.0932,257.7185,257.7185
37148,371.48,-165.4346,813.7561,258.0932,257.7185,257.7185
37149,371.49,-165.0362,813.7943,258.0933,257.7185,257.7185
37150,371.5,-165.0362,813.7943,258.0933,257.7185,257.7185
37151,371.51,-164.713,813.8252,258.0932,257.7185,257.7185
37152,371.52,-164.713,813.8252,258.0932,257.7185,257.7185
37153,371.53,-164.3795,813.8571,258.0932,257.7185,257.7185
37154,371.54,-164.3795,813.8571,258.0932,257.7185,257.7185
37155,371.55,-164.0549,813.8883,258.0933,257.7185,257.7185
37156,371.56,-163.7105,813.9213,258.0932,257.7185,257.7185
37157,371.57,-163.7105,813.9213,258.0932,257.7185,257.7185
37158,371.58,-163.3654,813.9545,258.0932,257.7185,257.7185
37159,371.59,-163.3654,813.9545,258.0932,257.7185,257.7185
37160,371.6,-162.9426,813.9951,258.0933,257.7185,257.7185
37161,371.61,-162.9426,813.9951,258.0933,257.7185,257.7185
37162,371.62,-162.6152,814.0266,258.0932,257.7185,257.7185
37163,371.63,-162.6152,814.0266,258.0932,257.7185,257.7185
37164,371.64,-162.2001,814.0666,258.0932,257.7185,257.7185
37165,371.65,-162.2001,814.0666,258.0932,257.7185,257.7185
37166,371.66,-161.7162,814.1132,258.0932,257.7185,257.7185
37167,371.67,-161.7162,814.1132,258.0932,257.7185,257.7185
37168,371.68,-161.3183,814.1516,258.0932,257.7185,257.7185
37169,371.69,-161.0071,814.1816,258.0932,257.7185,257.7185
37170,371.7,-161.0071,814.1816,258.0932,257.7185,257.7185
37171,371.71,-161.0071,814.1816,258.0932,257.7185,257.7185
37172,371.72,-160.5295,814.2278,258.0932,257.7185,257.7185
37173,371.73,-160.2266,814.257,258.0932,257.7185,257.7185
37174,371.74,-160.2266,814.257,258.0932,257.7185,257.7185
37175,371.75,-159.835,814.2949,258.0933,257.7185,257.7185
37176,371.76,-159.835,814.2949,258.0933,257.7185,257.7185
37177,371.77,-159.3737,814.3396,258.0933,257.7185,257.7185
37178,371.78,-159.3737,814.3396,258.0933,257.7185,257.7185
37179,371.79,-158.9999,814.3758,258.0933,257.7185,257.7185
37180,371.8,-158.9999,814.3758,258.0933,257.7185,257.7185
37181,371.81,-158.6252,814.4122,258.0933,257.7185,257.7185
37182,371.82,-158.6252,814.4122,258.0933,257.7185,257.7185
37183,371.83,-158.2596,814.4477,258.0933,257.7185,257.7185
37184,371.84,-157.9528,814.4775,258.0934,257.7185,257.7185
37185,371.85,-157.9528,814.4775,258.0934,257.7185,257.7185
37186,371.86,-157.5858,814.5132,258.0934,257.7185,257.7185
37187,371.87,-157.5858,814.5132,258.0934,257.7185,257.7185
37188,371.88,-157.2877,814.5422,258.0933,257.7185,257.7185
37189,371.89,-157.2877,814.5422,258.0933,257.7185,257.7185
37190,371.9,-156.9094,814.579,258.0934,257.7185,257.7185
37191,371.91,-156.6201,814.6072,258.0934,257.7185,257.7185
37192,371.92,-156.6201,814.6072,258.0934,257.7185,257.7185
37193,371.93,-156.3204,814.6365,258.0933,257.7185,257.7185
37194,371.94,-156.3204,814.6365,258.0933,257.7185,257.7185
37195,371.95,-155.8699,814.6804,258.0934,257.7185,257.7185
37196,371.96,-155.8699,814.6804,258.0934,257.7185,257.7185
37197,371.97,-155.4986,814.7167,258.0934,257.7185,257.7185
37198,371.98,-155.197,814.7461,258.0933,257.7185,257.7185
37199,371.99,-155.197,814.7461,258.0933,257.7185,257.7185
37200,372.0,-154.8243,814.7826,258.0934,257.7185,257.7185
37201,372.01,-154.8243,814.7826,258.0934,257.7185,257.7185
37202,372.02,-154.4509,814.8191,258.0933,257.7185,257.7185
37203,372.03,-154.4509,814.8191,258.0933,257.7185,257.7185
37204,372.04,-154.0767,814.8558,258.0933,257.7185,257.7185
37205,372.05,-153.7018,814.8926,258.0934,257.7185,257.7185
37206,372.06,-153.7018,814.8926,258.0934,257.7185,257.7185
37207,372.07,-153.7018,814.8926,258.0934,257.7185,257.7185
37208,372.08,-153.255,814.9365,258.0934,257.7185,257.7185
37209,372.09,-153.255,814.9365,258.0934,257.7185,257.7185
37210,372.1,-152.8784,814.9735,258.0934,257.7185,257.7185
37211,372.11,-152.8784,814.9735,258.0934,257.7185,257.7185
37212,372.12,-152.5011,815.0106,258.0934,257.7185,257.7185
37213,372.13,-152.1128,815.0488,258.0933,257.7185,257.7185
37214,372.14,-152.1128,815.0488,258.0933,257.7185,257.7185
37215,372.15,-151.7442,815.0851,258.0934,257.7185,257.7185
37216,372.16,-151.7442,815.0851,258.0934,257.7185,257.7185
37217,372.17,-151.4364,815.1154,258.0934,257.7185,257.7185
37218,372.18,-151.4364,815.1154,258.0934,257.7185,257.7185
37219,372.19,-150.9739,815.161,258.0934,257.7185,257.7185
37220,372.2,-150.9739,815.161,258.0934,257.7185,257.7185
37221,372.21,-150.5928,815.1987,258.0935,257.7185,257.7185
37222,372.22,-150.2729,815.2303,258.0934,257.7185,257.7185
37223,372.23,-150.2729,815.2303,258.0934,257.7185,257.7185
37224,372.24,-150.2729,815.2303,258.0934,257.7185,257.7185
37225,372.25,-149.7973,815.2773,258.0934,257.7185,257.7185
37226,372.26,-149.7973,815.2773,258.0934,257.7185,257.7185
37227,372.27,-149.4036,815.3158,258.0939,257.7185,257.7185
37228,372.28,-149.4036,815.3158,258.0939,257.7185,257.7185
37229,372.29,-149.0613,815.3489,258.0943,257.7185,257.7185
37230,372.3,-149.0613,815.3489,258.0943,257.7185,257.7185
37231,372.31,-148.6253,815.39,258.0951,257.7185,257.7185
37232,372.32,-148.6253,815.39,258.0951,257.7185,257.7185
37233,372.33,-148.2715,815.4233,258.0959,257.7185,257.7185
37234,372.34,-148.2715,815.4233,258.0959,257.7185,257.7185
37235,372.35,-147.9069,815.4575,258.0961,257.7185,257.7185
37236,372.36,-147.9069,815.4575,258.0961,257.7185,257.7185
37237,372.37,-147.4474,815.5008,258.0967,257.7185,257.7185
37238,372.38,-147.1753,815.5265,258.0967,257.7185,257.7185
37239,372.39,-147.1753,815.5265,258.0967,257.7185,257.7185
37240,372.4,-146.7979,815.5624,258.0966,257.7185,257.7185
37241,372.41,-146.7979,815.5624,258.0966,257.7185,257.7185
37242,372.42,-146.7979,815.5624,258.0966,257.7185,257.7185
37243,372.43,-146.2409,815.6149,258.0962,257.7185,257.7185
37244,372.44,-146.2409,815.6149,258.0962,257.7185,257.7185
37245,372.45,-145.8615,815.6507,258.0958,257.7185,257.7185
37246,372.46,-145.4812,815.6864,258.0955,257.7185,257.7185
37247,372.47,-145.4812,815.6864,258.0955,257.7185,257.7185
37248,372.48,-145.1002,815.7219,258.095,257.7185,257.7185
37249,372.49,-145.1002,815.7219,258.095,257.7185,257.7185
37250,372.5,-144.6441,815.7643,258.0945,257.7185,257.7185
37251,372.51,-144.6441,815.7643,258.0945,257.7185,257.7185
37252,372.52,-144.272,815.7987,258.0943,257.7185,257.7185
37253,372.53,-143.8245,815.8398,258.094,257.7185,257.7185
37254,372.54,-143.8245,815.8398,258.094,257.7185,257.7185
37255,372.55,-143.4615,815.873,258.0939,257.7185,257.7185
37256,372.56,-143.4615,815.873,258.0939,257.7185,257.7185
37257,372.57,-143.1192,815.9042,258.0939,257.7185,257.7185
37258,372.58,-142.6798,815.9441,258.0937,257.7185,257.7185
37259,372.59,-142.6798,815.9441,258.0937,257.7185,257.7185
37260,372.6,-142.2502,815.983,258.0937,257.7185,257.7185
37261,372.61,-142.2502,815.983,258.0937,257.7185,257.7185
37262,372.62,-141.8305,816.021,258.0938,257.7185,257.7185
37263,372.63,-141.8305,816.021,258.0938,257.7185,257.7185
37264,372.64,-141.4208,816.058,258.0939,257.7185,257.7185
37265,372.65,-141.4208,816.058,258.0939,257.7185,257.7185
37266,372.66,-140.9453,816.1008,258.094,257.7185,257.7185
37267,372.67,-140.9453,816.1008,258.094,257.7185,257.7185
37268,372.68,-140.5555,816.1359,258.094,257.7185,257.7185
37269,372.69,-140.1651,816.1711,258.0941,257.7185,257.7185
37270,372.7,-140.1651,816.1711,258.0941,257.7185,257.7185
37271,372.71,-139.8609,816.1984,258.0941,257.7185,257.7185
37272,372.72,-139.8609,816.1984,258.0941,257.7185,257.7185
37273,372.73,-139.4801,816.2328,258.0941,257.7185,257.7185
37274,372.74,-139.1641,816.2613,258.0942,257.7185,257.7185
37275,372.75,-139.1641,816.2613,258.0942,257.7185,257.7185
37276,372.76,-138.7712,816.2968,258.0942,257.7185,257.7185
37277,372.77,-138.7712,816.2968,258.0942,257.7185,257.7185
37278,372.78,-138.7712,816.2968,258.0942,257.7185,257.7185
37279,372.79,-138.3011,816.3393,258.0941,257.7185,257.7185
37280,372.8,-137.9067,816.375,258.0941,257.7185,257.7185
37281,372.81,-137.9067,816.375,258.0941,257.7185,257.7185
37282,372.82,-137.5776,816.4049,258.094,257.7185,257.7185
37283,372.83,-137.5776,816.4049,258.094,257.7185,257.7185
37284,372.84,-137.083,816.4498,258.094,257.7185,257.7185
37285,372.85,-137.083,816.4498,258.094,257.7185,257.7185
37286,372.86,-136.6756,816.4869,258.0939,257.7185,257.7185
37287,372.87,-136.6756,816.4869,258.0939,257.7185,257.7185
37288,372.88,-136.3447,816.517,258.0938,257.7185,257.7185
37289,372.89,-136.3447,816.517,258.0938,257.7185,257.7185
37290,372.9,-135.8476,816.5624,258.0937,257.7185,257.7185
37291,372.91,-135.8476,816.5624,258.0937,257.7185,257.7185
37292,372.92,-135.5155,816.5928,258.0936,257.7185,257.7185
37293,372.93,-135.1054,816.6304,258.0936,257.7185,257.7185
37294,372.94,-135.1054,816.6304,258.0936,257.7185,257.7185
37295,372.95,-135.1054,816.6304,258.0936,257.7185,257.7185
37296,372.96,-134.5278,816.6833,258.0935,257.7185,257.7185
37297,372.97,-134.5278,816.6833,258.0935,257.7185,257.7185
37298,372.98,-134.116,816.7211,258.0935,257.7185,257.7185
37299,372.99,-133.7035,816.7591,258.0935,257.7185,257.7185
37300,373.0,-133.7035,816.7591,258.0935,257.7185,257.7185
37301,373.01,-133.7035,816.7591,258.0935,257.7185,257.7185
37302,373.02,-133.2119,816.8044,258.0935,257.7185,257.7185
37303,373.03,-132.7979,816.8426,258.0936,257.7185,257.7185
37304,373.04,-132.7979,816.8426,258.0936,257.7185,257.7185
37305,373.05,-132.4728,816.8726,258.0936,257.7185,257.7185
37306,373.06,-132.4728,816.8726,258.0936,257.7185,257.7185
37307,373.07,-131.9789,816.9182,258.0937,257.7185,257.7185
37308,373.08,-131.9789,816.9182,258.0937,257.7185,257.7185
37309,373.09,-131.6527,816.9484,258.0937,257.7185,257.7185
37310,373.1,-131.6527,816.9484,258.0937,257.7185,257.7185
37311,373.11,-131.2472,816.9859,258.0938,257.7185,257.7185
37312,373.12,-130.9088,817.0174,258.0939,257.7185,257.7185
37313,373.13,-130.9088,817.0174,258.0939,257.7185,257.7185
37314,373.14,-130.4795,817.057,258.094,257.7185,257.7185
37315,373.15,-130.4795,817.057,258.094,257.7185,257.7185
37316,373.16,-130.1175,817.0902,258.0944,257.7185,257.7185
37317,373.17,-130.1175,817.0902,258.0944,257.7185,257.7185
37318,373.18,-129.7551,817.1231,258.0949,257.7185,257.7185
37319,373.19,-129.7551,817.1231,258.0949,257.7185,257.7185
37320,373.2,-129.7551,817.1231,258.0949,257.7185,257.7185
37321,373.21,-129.1998,817.1721,258.0958,257.7185,257.7185
37322,373.22,-129.1998,817.1721,258.0958,257.7185,257.7185
37323,373.23,-128.8253,817.2048,258.0969,257.7185,257.7185
37324,373.24,-128.4389,817.2383,258.0976,257.7185,257.7185
37325,373.25,-128.4389,817.2383,258.0976,257.7185,257.7185
37326,373.26,-128.4389,817.2383,258.0976,257.7185,257.7185
37327,373.27,-127.9609,817.2796,258.0982,257.7185,257.7185
37328,373.28,-127.5731,817.3133,258.0984,257.7185,257.7185
37329,373.29,-127.5731,817.3133,258.0984,257.7185,257.7185
37330,373.3,-127.1846,817.3473,258.0983,257.7185,257.7185
37331,373.31,-126.8068,817.3801,258.0982,257.7185,257.7185
37332,373.32,-126.8068,817.3801,258.0982,257.7185,257.7185
37333,373.33,-126.4169,817.4138,258.0977,257.7185,257.7185
37334,373.34,-126.4169,817.4138,258.0977,257.7185,257.7185
37335,373.35,-125.9458,817.4544,258.0973,257.7185,257.7185
37336,373.36,-125.9458,817.4544,258.0973,257.7185,257.7185
37337,373.37,-125.4737,817.4949,258.0966,257.7185,257.7185
37338,373.38,-125.4737,817.4949,258.0966,257.7185,257.7185
37339,373.39,-125.012,817.5341,258.096,257.7185,257.7185
37340,373.4,-124.5494,817.5731,258.0955,257.7185,257.7185
37341,373.41,-124.5494,817.5731,258.0955,257.7185,257.7185
37342,373.42,-124.1787,817.6041,258.0952,257.7185,257.7185
37343,373.43,-124.1787,817.6041,258.0952,257.7185,257.7185
37344,373.44,-123.5516,817.6561,258.0949,257.7185,257.7185
37345,373.45,-123.5516,817.6561,258.0949,257.7185,257.7185
37346,373.46,-123.1094,817.6925,258.0947,257.7185,257.7185
37347,373.47,-123.1094,817.6925,258.0947,257.7185,257.7185
37348,373.48,-122.7597,817.7212,258.0947,257.7185,257.7185
37349,373.49,-122.7597,817.7212,258.0947,257.7185,257.7185
37350,373.5,-122.2225,817.765,258.0945,257.7185,257.7185
37351,373.51,-122.2225,817.765,258.0945,257.7185,257.7185
37352,373.52,-121.8716,817.7935,258.0945,257.7185,257.7185
37353,373.53,-121.4264,817.8295,258.0947,257.7185,257.7185
37354,373.54,-121.4264,817.8295,258.0947,257.7185,257.7185
37355,373.55,-121.4264,817.8295,258.0947,257.7185,257.7185
37356,373.56,-120.8159,817.8788,258.0948,257.7185,257.7185
37357,373.57,-120.4631,817.9072,258.0949,257.7185,257.7185
37358,373.58,-120.4631,817.9072,258.0949,257.7185,257.7185
37359,373.59,-120.0274,817.9423,258.0949,257.7185,257.7185
37360,373.6,-120.0274,817.9423,258.0949,257.7185,257.7185
37361,373.61,-119.6027,817.9765,258.095,257.7185,257.7185
37362,373.62,-119.6027,817.9765,258.095,257.7185,257.7185
37363,373.63,-119.1775,818.0107,258.095,257.7185,257.7185
37364,373.64,-119.1775,818.0107,258.095,257.7185,257.7185
37365,373.65,-118.7515,818.0451,258.095,257.7185,257.7185
37366,373.66,-118.325,818.0795,258.0951,257.7185,257.7185
37367,373.67,-118.325,818.0795,258.0951,257.7185,257.7185
37368,373.68,-118.325,818.0795,258.0951,257.7185,257.7185
37369,373.69,-117.8028,818.1217,258.095,257.7185,257.7185
37370,373.7,-117.3749,818.1564,258.0949,257.7185,257.7185
37371,373.71,-117.3749,818.1564,258.0949,257.7185,257.7185
37372,373.72,-117.0417,818.1834,258.0948,257.7185,257.7185
37373,373.73,-117.0417,818.1834,258.0948,257.7185,257.7185
37374,373.74,-117.0417,818.1834,258.0948,257.7185,257.7185
37375,373.75,-116.3501,818.2396,258.0946,257.7185,257.7185
37376,373.76,-116.0157,818.2669,258.0945,257.7185,257.7185
37377,373.77,-116.0157,818.2669,258.0945,257.7185,257.7185
37378,373.78,-115.5852,818.302,258.0944,257.7185,257.7185
37379,373.79,-115.166,818.3364,258.0943,257.7185,257.7185
37380,373.8,-115.166,818.3364,258.0943,257.7185,257.7185
37381,373.81,-114.7463,818.3708,258.0942,257.7185,257.7185
37382,373.82,-114.7463,818.3708,258.0942,257.7185,257.7185
37383,373.83,-114.314,818.4063,258.0941,257.7185,257.7185
37384,373.84,-114.314,818.4063,258.0941,257.7185,257.7185
37385,373.85,-113.8931,818.441,258.0941,257.7185,257.7185
37386,373.86,-113.8931,818.441,258.0941,257.7185,257.7185
37387,373.87,-113.3872,818.4827,258.094,257.7185,257.7185
37388,373.88,-113.3872,818.4827,258.094,257.7185,257.7185
37389,373.89,-112.9529,818.5186,258.0939,257.7185,257.7185
37390,373.9,-112.9529,818.5186,258.0939,257.7185,257.7185
37391,373.91,-112.53,818.5536,258.0939,257.7185,257.7185
37392,373.92,-112.53,818.5536,258.0939,257.7185,257.7185
37393,373.93,-111.925,818.6039,258.0939,257.7185,257.7185
37394,373.94,-111.925,818.6039,258.0939,257.7185,257.7185
37395,373.95,-111.5008,818.6392,258.0939,257.7185,257.7185
37396,373.96,-111.1609,818.6675,258.094,257.7185,257.7185
37397,373.97,-111.1609,818.6675,258.094,257.7185,257.7185
37398,373.98,-110.7235,818.704,258.0941,257.7185,257.7185
37399,373.99,-110.7235,818.704,258.0941,257.7185,257.7185
37400,374.0,-110.2854,818.7406,258.0941,257.7185,257.7185
37401,374.01,-110.2854,818.7406,258.0941,257.7185,257.7185
37402,374.02,-109.932,818.7702,258.0942,257.7185,257.7185
37403,374.03,-109.932,818.7702,258.0942,257.7185,257.7185
37404,374.04,-109.5416,818.8029,258.0942,257.7185,257.7185
37405,374.05,-109.5416,818.8029,258.0942,257.7185,257.7185
37406,374.06,-109.0652,818.8429,258.0943,257.7185,257.7185
37407,374.07,-109.0652,818.8429,258.0943,257.7185,257.7185
37408,374.08,-108.6615,818.8768,258.0944,257.7185,257.7185
37409,374.09,-108.245,818.9118,258.0944,257.7185,257.7185
37410,374.1,-108.245,818.9118,258.0944,257.7185,257.7185
37411,374.11,-108.245,818.9118,258.0944,257.7185,257.7185
37412,374.12,-107.7297,818.9552,258.0945,257.7185,257.7185
37413,374.13,-107.4226,818.9811,258.0945,257.7185,257.7185
37414,374.14,-107.4226,818.9811,258.0945,257.7185,257.7185
37415,374.15,-106.9921,819.0174,258.0946,257.7185,257.7185
37416,374.16,-106.9921,819.0174,258.0946,257.7185,257.7185
37417,374.17,-106.3638,819.0704,258.0946,257.7185,257.7185
37418,374.18,-106.3638,819.0704,258.0946,257.7185,257.7185
37419,374.19,-105.9566,819.1048,258.0947,257.7185,257.7185
37420,374.2,-105.4376,819.1487,258.0946,257.7185,257.7185
37421,374.21,-105.4376,819.1487,258.0946,257.7185,257.7185
37422,374.22,-105.4376,819.1487,258.0946,257.7185,257.7185
37423,374.23,-104.7442,819.2074,258.0947,257.7185,257.7185
37424,374.24,-104.7442,819.2074,258.0947,257.7185,257.7185
37425,374.25,-104.248,819.2495,258.0947,257.7185,257.7185
37426,374.26,-104.248,819.2495,258.0947,257.7185,257.7185
37427,374.27,-103.7511,819.2916,258.0947,257.7185,257.7185
37428,374.28,-103.7511,819.2916,258.0947,257.7185,257.7185
37429,374.29,-103.1786,819.3402,258.0947,257.7185,257.7185
37430,374.3,-103.1786,819.3402,258.0947,257.7185,257.7185
37431,374.31,-102.705,819.3804,258.0947,257.7185,257.7185
